"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K09909",0.256,0,0.99,0.00274,0.218,0.000884,NA,"K09909",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00428",0.404,0,0.454,-0.0398,0.053,0.0529,NA,"K00428",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20276",0.31,0,0.5,0.036,0.0532,0.0476,NA,"K20276",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03446",0.729,0,0.244,0.289,0.247,0.0822,NA,"K03446",0.897756559766764,1,FALSE,FALSE,FALSE,FALSE
"K03543",0.621,0,0.405,0.169,0.202,0.0587,NA,"K03543",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K03449",0.823,0,0.819,-0.0286,0.125,0.0161,NA,"K03449",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01753",0.281,0,0.487,0.0484,0.0696,0.049,NA,"K01753",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00281",0.852,0,0.949,0.0491,0.769,0.0045,NA,"K00281",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K15034",0.852,0,0.971,-0.00535,0.146,0.00259,NA,"K15034",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05805",0.596,0,0.52,0.264,0.409,0.0454,NA,"K05805",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03834",0.192,0,0.643,-0.139,0.299,0.0327,NA,"K03834",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08682",0.488,0,0.929,-0.0319,0.358,0.00629,NA,"K08682",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K23988",0.064,0,0.583,0.058,0.105,0.0388,NA,"K23988",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03741",0.567,0,0.185,-0.0851,0.0641,0.0933,NA,"K03741",0.802681975736568,1,FALSE,FALSE,FALSE,FALSE
"K25224",0.222,0,0.195,0.0911,0.07,0.0914,NA,"K25224",0.820474789915966,1,FALSE,FALSE,FALSE,FALSE
"K14645",0.236,0,0.855,0.0174,0.0945,0.0129,NA,"K14645",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24138",0.399,0,0.332,0.192,0.198,0.0684,NA,"K24138",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K07386",0.365,0,0.473,-0.281,0.392,0.0506,NA,"K07386",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K04065",0.261,0,0.891,0.0119,0.0866,0.0097,NA,"K04065",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09986",0.419,0,0.54,0.284,0.463,0.0432,NA,"K09986",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K27835",0.335,0,0.964,-0.00665,0.147,0.00319,NA,"K27835",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03926",0.296,0,0.842,-0.028,0.141,0.0141,NA,"K03926",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11354",0.241,0,0.0248,-0.171,0.0756,0.157,NA,"K11354",0.389258934169279,1,FALSE,FALSE,FALSE,FALSE
"K23997",0.818,0,0.759,0.0459,0.149,0.0217,NA,"K23997",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17758",0.635,0,0.729,-0.0435,0.126,0.0245,NA,"K17758",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01611",0.527,0,0.721,-0.0252,0.0703,0.0252,NA,"K01611",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01259",0.463,0,0.975,0.00303,0.0958,0.00223,NA,"K01259",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20977",0.256,0,0.315,0.313,0.31,0.0709,NA,"K20977",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K20978",0.256,0,0.315,0.313,0.31,0.0709,NA,"K20978",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K13282",0.197,0,0.658,0.037,0.0834,0.0312,NA,"K13282",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07729",0.355,0,0.651,-0.0218,0.0481,0.032,NA,"K07729",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14379",0.064,0,0.637,0.0314,0.0664,0.0333,NA,"K14379",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01083",0.222,0,0.24,-0.063,0.0535,0.0829,NA,"K01083",0.891454005934718,1,FALSE,FALSE,FALSE,FALSE
"K01303",0.35,0,0.472,0.0617,0.0856,0.0508,NA,"K01303",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00980",0.232,0,0.764,-0.0145,0.0482,0.0212,NA,"K00980",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00973",0.852,0,0.167,-0.0684,0.0494,0.0972,NA,"K00973",0.774230555555556,1,FALSE,FALSE,FALSE,FALSE
"K01710",0.857,0,0.142,-0.073,0.0495,0.103,NA,"K01710",0.718175757575757,1,FALSE,FALSE,FALSE,FALSE
"K02429",0.335,0,0.181,0.0757,0.0563,0.0943,NA,"K02429",0.796368189806678,1,FALSE,FALSE,FALSE,FALSE
"K15727",0.236,0,0.234,-0.0695,0.0582,0.0839,NA,"K15727",0.886261724659607,1,FALSE,FALSE,FALSE,FALSE
"K06079",0.143,0,0.744,-0.0409,0.125,0.0231,NA,"K06079",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01684",0.596,0,0.685,-0.0273,0.0671,0.0287,NA,"K01684",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18622",0.222,0,0.524,0.0421,0.0659,0.045,NA,"K18622",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19055",0.419,0,0.249,0.0946,0.0819,0.0812,NA,"K19055",0.898877433309301,1,FALSE,FALSE,FALSE,FALSE
"K03529",0.818,0,0.677,-0.169,0.406,0.0294,NA,"K03529,K05896",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18159",0.0936,0,0.956,-0.00953,0.173,0.00388,NA,"K18159",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00969",0.941,0,0.502,0.252,0.375,0.0474,NA,"K00969",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01761",0.236,0,0.127,0.149,0.0968,0.108,NA,"K01761",0.691935799782372,1,FALSE,FALSE,FALSE,FALSE
"K19707",0.118,0,0.513,-0.0435,0.0663,0.0462,NA,"K19707",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20974",0.3,0,0.744,-0.0314,0.0959,0.0231,NA,"K20974",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11939",0.601,0,0.725,-0.026,0.0737,0.0248,NA,"K11939",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00262",0.581,0,0.785,-0.0145,0.0531,0.0192,NA,"K00262",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00666",0.512,0,0.465,0.073,0.0996,0.0516,NA,"K00666",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07705",0.163,0,0.766,-0.0264,0.0886,0.021,NA,"K07705",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00311",0.581,0,0.945,0.0147,0.213,0.00488,NA,"K00311",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03521",0.872,0,0.681,-0.0571,0.139,0.029,NA,"K03521",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03522",0.862,0,0.86,0.0242,0.137,0.0125,NA,"K03522",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00681",0.921,0,0.268,0.124,0.112,0.078,NA,"K00681",0.91408446866485,1,FALSE,FALSE,FALSE,FALSE
"K22452",0.527,0,0.268,-0.174,0.156,0.0782,NA,"K22452",0.91408446866485,1,FALSE,FALSE,FALSE,FALSE
"K00020",0.601,0,0.644,0.0714,0.154,0.0327,NA,"K00020",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05605",0.66,0,0.53,-0.105,0.167,0.0443,NA,"K05605",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11538",0.394,0,0.472,-0.0851,0.118,0.0508,NA,"K11538",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00249",0.724,0,0.647,0.0503,0.11,0.0324,NA,"K00249",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00140",0.901,0,0.242,0.163,0.139,0.0825,NA,"K00140",0.894899556868538,1,FALSE,FALSE,FALSE,FALSE
"K00253",0.547,0,0.737,0.0933,0.278,0.0237,NA,"K00253",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01969",0.729,0,0.799,0.0648,0.254,0.0179,NA,"K01969",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13766",0.522,0,0.759,0.084,0.274,0.0217,NA,"K13766",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01968",0.591,0,0.522,0.156,0.243,0.0452,NA,"K01968",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01640",0.739,0,0.238,0.112,0.0942,0.0832,NA,"K01640",0.889302985074627,1,FALSE,FALSE,FALSE,FALSE
"K01028",0.724,0,0.0367,0.16,0.0761,0.147,NA,"K01028",0.45742962962963,1,FALSE,FALSE,FALSE,FALSE
"K01029",0.724,0,0.0367,0.16,0.0761,0.147,NA,"K01029",0.45742962962963,1,FALSE,FALSE,FALSE,FALSE
"K09696",0.177,0,0.329,0.144,0.148,0.0688,NA,"K09696,K09697",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K01992",0.892,0,0.393,0.0711,0.083,0.0603,NA,"K01992",0.989316742081448,1,FALSE,FALSE,FALSE,FALSE
"K18473",0.158,0,0.374,-0.268,0.301,0.0627,NA,"K18473",0.97633889468196,1,FALSE,FALSE,FALSE,FALSE
"K06880",0.261,0,0.344,0.0574,0.0605,0.0667,NA,"K06880",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K07491",0.512,0,0.125,0.0779,0.0506,0.108,NA,"K07491",0.687019758507135,1,FALSE,FALSE,FALSE,FALSE
"K00031",0.754,0,0.739,-0.0357,0.107,0.0235,NA,"K00031",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22278",0.68,0,0.596,0.0359,0.0677,0.0374,NA,"K22278",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02676",0.296,0,0.0899,-0.177,0.104,0.119,NA,"K02676",0.602157631578947,1,FALSE,FALSE,FALSE,FALSE
"K00906",0.463,0,0.311,-0.266,0.262,0.0714,NA,"K00906",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K14657",0.374,0,0.351,-0.0459,0.0491,0.0658,NA,"K14657",0.963199455040872,1,FALSE,FALSE,FALSE,FALSE
"K07165",0.488,0,0.426,0.0813,0.102,0.0561,NA,"K07165",0.998606694560669,1,FALSE,FALSE,FALSE,FALSE
"K12251",0.438,0,0.916,0.00658,0.0621,0.00746,NA,"K12251",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13979",0.635,0,0.981,0.00156,0.0644,0.00171,NA,"K13979",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24821",0.276,0,0.968,0.00571,0.143,0.00281,NA,"K24821",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01690",0.606,0,0.756,-0.0344,0.11,0.022,NA,"K01690",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00845",0.64,0,0.0748,0.341,0.191,0.125,NA,"K00845",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K20950",0.0296,0,0.269,0.1,0.0903,0.078,NA,"K20950",0.915624065261727,1,FALSE,FALSE,FALSE,FALSE
"K01178",0.0837,0,0.768,0.0386,0.131,0.0209,NA,"K01178",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16211",0.192,0,0.7,-0.0586,0.152,0.0272,NA,"K16211",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21575",0.108,0,0.746,-0.0495,0.153,0.0228,NA,"K21575",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14266",0.108,0,0.0615,-0.438,0.233,0.131,NA,"K14266",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K01187",0.429,0,0.382,0.106,0.121,0.0617,NA,"K01187",0.981915514592934,1,FALSE,FALSE,FALSE,FALSE
"K01286",0.414,0,0.428,-0.0389,0.049,0.056,NA,"K01286",0.998606694560669,1,FALSE,FALSE,FALSE,FALSE
"K01556",0.547,0,0.0396,0.141,0.0681,0.145,NA,"K01556",0.478930434782609,1,FALSE,FALSE,FALSE,FALSE
"K16091",0.261,0,0.932,0.0078,0.0916,0.006,NA,"K16091",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11418",0.143,0,0.826,-0.0278,0.127,0.0155,NA,"K11418",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22479",0.818,0,0.452,-0.0462,0.0613,0.0531,NA,"K22479",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07734",0.69,0,0.614,-0.0354,0.0701,0.0356,NA,"K07734",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07052",0.773,0,0.613,-0.0452,0.0894,0.0357,NA,"K07052",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18988",0.202,0,0.619,-0.0422,0.0846,0.0351,NA,"K18988",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K12976",0.419,0,0.976,0.0028,0.0933,0.00212,NA,"K12976",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09933",0.547,0,0.0832,0.363,0.209,0.122,NA,"K09933",0.589635524475524,1,FALSE,FALSE,FALSE,FALSE
"K19271",0.296,0,0.208,-0.159,0.126,0.0887,NA,"K19271",0.846712195121951,1,FALSE,FALSE,FALSE,FALSE
"K00263",0.433,0,0.733,0.0507,0.149,0.0241,NA,"K00263",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19784",0.788,0,0.567,0.0421,0.0733,0.0404,NA,"K19784",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03411",0.478,0,0.148,-0.116,0.0799,0.102,NA,"K03411",0.725084148727984,1,FALSE,FALSE,FALSE,FALSE
"K21478",0.0887,0,0.0636,0.782,0.419,0.13,NA,"K21478",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K02106",0.36,0,0.762,-0.0187,0.0617,0.0214,NA,"K02106",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00797",0.562,0,0.979,0.00206,0.0777,0.00187,NA,"K00797",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16053",0.438,0,0.957,-0.00702,0.131,0.00377,NA,"K16053",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01113",0.567,0,0.0177,0.182,0.0763,0.166,NA,"K01113",0.336973003802281,1,FALSE,FALSE,FALSE,FALSE
"K17231",0.153,0,0.758,-0.0745,0.241,0.0218,NA,"K17231",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02302",0.626,0,0.554,-0.098,0.165,0.0418,NA,"K02302",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07663",0.31,0,0.246,-0.0856,0.0736,0.0818,NA,"K07663",0.897756559766764,1,FALSE,FALSE,FALSE,FALSE
"K07641",0.31,0,0.246,-0.0856,0.0736,0.0818,NA,"K07641",0.897756559766764,1,FALSE,FALSE,FALSE,FALSE
"K06143",0.335,0,0.403,-0.0613,0.0732,0.059,NA,"K06143",0.994490389354362,1,FALSE,FALSE,FALSE,FALSE
"K11621",0.172,0,0.484,-0.0712,0.101,0.0494,NA,"K11621",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07215",0.236,0,0.104,-0.108,0.0659,0.114,NA,"K07215",0.635809523809524,1,FALSE,FALSE,FALSE,FALSE
"K08981",0.369,0,0.0488,-0.805,0.406,0.138,NA,"K08981",0.528696129032258,1,FALSE,FALSE,FALSE,FALSE
"K04047",0.901,0,0.0283,-0.204,0.0925,0.154,NA,"K04047",0.417988495575221,1,FALSE,FALSE,FALSE,FALSE
"K07445",0.0394,0,0.536,0.0682,0.11,0.0437,NA,"K07445",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00641",0.591,0,0.153,-0.17,0.118,0.101,NA,"K00641",0.738026011560694,1,FALSE,FALSE,FALSE,FALSE
"K00019",0.67,0,0.787,0.0249,0.0923,0.0191,NA,"K00019",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07221",0.187,0,0.599,-0.0372,0.0705,0.0371,NA,"K07221",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02081",0.167,0,0.842,-0.0148,0.0741,0.0141,NA,"K02081",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16371",0.158,0,0.897,-0.0122,0.0942,0.00913,NA,"K16371",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02082",0.123,0,0.146,-0.0984,0.0674,0.102,NA,"K02082",0.721640671273445,1,FALSE,FALSE,FALSE,FALSE
"K02079",0.0493,0,1,2.66e-05,0.0989,1.9e-05,NA,"K02079",1,1,FALSE,FALSE,FALSE,FALSE
"K00899",0.335,0,0.532,0.0544,0.0869,0.0441,NA,"K00899",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08963",0.537,0,0.662,0.0376,0.0859,0.0309,NA,"K08963",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08967",0.458,0,0.365,-0.101,0.111,0.0639,NA,"K08967",0.975736785904965,1,FALSE,FALSE,FALSE,FALSE
"K09880",0.31,0,0.52,-0.0523,0.0812,0.0454,NA,"K09880",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08964",0.433,0,0.512,-0.0532,0.081,0.0463,NA,"K08964",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14287",0.473,0,0.845,0.0234,0.12,0.0138,NA,"K14287",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07029",0.675,0,0.0311,-0.187,0.086,0.151,NA,"K07029",0.436184033613445,1,FALSE,FALSE,FALSE,FALSE
"K09940",0.478,0,0.868,-0.0275,0.166,0.0117,NA,"K09940",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01434",0.483,0,0.959,0.00374,0.0719,0.00367,NA,"K01434",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11741",0.729,0,0.82,0.0215,0.0945,0.0161,NA,"K11741",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02172",0.414,0,0.488,0.223,0.321,0.049,NA,"K02172",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02171",0.419,0,0.72,-0.13,0.361,0.0253,NA,"K02171",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06999",0.897,0,0.891,0.0289,0.211,0.00964,NA,"K06999",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02496",0.527,0,0.924,0.0174,0.182,0.00677,NA,"K02496",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03182",0.606,0,0.518,-0.0778,0.12,0.0456,NA,"K03182",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01302",0.187,0,0.5,-0.322,0.478,0.0476,NA,"K01302",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03732",0.468,0,0.867,0.0302,0.18,0.0118,NA,"K03732",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01305",0.0887,0,0.32,0.107,0.107,0.0701,NA,"K01305",0.950884272997033,1,FALSE,FALSE,FALSE,FALSE
"K05986",0.167,0,0.743,-0.0731,0.222,0.0232,NA,"K05986",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01407",0.158,0,0.846,-0.0929,0.477,0.0137,NA,"K01407",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09974",0.158,0,0.581,-0.0424,0.0767,0.039,NA,"K09974",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09136",0.606,0,0.145,0.107,0.0732,0.103,NA,"K09136",0.721640671273445,1,FALSE,FALSE,FALSE,FALSE
"K02226",0.266,0,0.347,-0.0829,0.088,0.0663,NA,"K02226",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K08973",0.591,0,0.912,0.0262,0.238,0.00776,NA,"K08973",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07284",0.409,0,0.00214,0.394,0.127,0.214,NA,"K07284",0.110463711340206,1,FALSE,FALSE,FALSE,FALSE
"K14980",0.202,0,0.28,0.265,0.244,0.0762,NA,"K14980",0.925386138613861,1,FALSE,FALSE,FALSE,FALSE
"K07715",0.182,0,0.332,-0.183,0.188,0.0684,NA,"K07715",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K07711",0.227,0,0.287,-0.2,0.188,0.0751,NA,"K07711",0.929501293661061,1,FALSE,FALSE,FALSE,FALSE
"K07101",0.227,0,0.731,-0.119,0.346,0.0242,NA,"K07101",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07116",0.202,0,0.48,-0.0812,0.115,0.0499,NA,"K07116",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16088",0.419,0,0.657,-0.0333,0.0749,0.0313,NA,"K16088",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09989",0.507,0,0.405,0.218,0.261,0.0587,NA,"K09989",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K16092",0.512,0,0.0687,-0.125,0.0685,0.128,NA,"K16092",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K04095",0.532,0,0.906,-0.00489,0.0413,0.00834,NA,"K04095",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03925",0.916,0,0.958,-0.016,0.301,0.00376,NA,"K03925",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07778",0.305,0,0.811,-0.0255,0.107,0.0169,NA,"K07778",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07693",0.291,0,0.742,-0.0506,0.154,0.0232,NA,"K07693",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02686",0.202,0,0.975,-0.00414,0.13,0.00226,NA,"K02686",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K16074",0.586,0,0.871,0.0216,0.133,0.0114,NA,"K16074",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03654",0.847,0,0.34,0.155,0.162,0.0674,NA,"K03654",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K01073",0.217,0,0.0463,-0.446,0.222,0.14,NA,"K01073",0.51175298013245,1,FALSE,FALSE,FALSE,FALSE
"K00556",0.251,0,0.801,-0.0841,0.333,0.0178,NA,"K00556",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01914",0.222,0,0.0345,-0.259,0.122,0.149,NA,"K01914",0.452952835051546,1,FALSE,FALSE,FALSE,FALSE
"K20976",0.325,0,0.902,-0.0129,0.105,0.00865,NA,"K20976",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19294",0.261,0,0.536,-0.068,0.11,0.0437,NA,"K19294",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19609",0.207,0,0.217,0.0957,0.0773,0.087,NA,"K19609",0.864374701670644,1,FALSE,FALSE,FALSE,FALSE
"K09007",0.379,0,0.034,0.253,0.119,0.149,NA,"K09007",0.451559681697613,1,FALSE,FALSE,FALSE,FALSE
"K07688",0.0936,0,0.566,0.053,0.0922,0.0405,NA,"K07688",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03455",0.286,0,0.0367,-0.173,0.0823,0.147,NA,"K03455",0.45742962962963,1,FALSE,FALSE,FALSE,FALSE
"K02168",0.409,0,0.398,-0.0682,0.0805,0.0596,NA,"K02168",0.9929177877429,1,FALSE,FALSE,FALSE,FALSE
"K05564",0.453,0,0.33,-0.307,0.314,0.0688,NA,"K05559,K05560,K05561,K05562,K05563,K05564",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K05565",0.709,0,0.634,0.104,0.218,0.0336,NA,"K05565",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05566",0.704,0,0.618,0.133,0.266,0.0352,NA,"K05566",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09857",0.463,0,0.0152,0.515,0.21,0.17,NA,"K09857",0.30688064516129,1,FALSE,FALSE,FALSE,FALSE
"K15012",0.488,0,0.831,0.0896,0.418,0.0151,NA,"K15011,K15012",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00657",0.606,0,0.146,0.138,0.0945,0.102,NA,"K00657",0.721640671273445,1,FALSE,FALSE,FALSE,FALSE
"K15726",0.315,0,0.477,-0.0507,0.0711,0.0502,NA,"K15726",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03594",0.67,0,0.174,0.334,0.245,0.0957,NA,"K03594",0.786557450628366,1,FALSE,FALSE,FALSE,FALSE
"K02192",0.463,0,0.144,-0.11,0.0751,0.103,NA,"K02192",0.721640671273445,1,FALSE,FALSE,FALSE,FALSE
"K09978",0.227,0,0.259,-0.165,0.146,0.0796,NA,"K09978",0.907496850944717,1,FALSE,FALSE,FALSE,FALSE
"K01118",0.744,0,0.42,0.0797,0.0987,0.0569,NA,"K01118",0.998553765987684,1,FALSE,FALSE,FALSE,FALSE
"K21469",0.148,0,0.849,0.0654,0.343,0.0135,NA,"K21469",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11066",0.502,0,0.318,-0.175,0.175,0.0704,NA,"K11066",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K08989",0.389,0,0.724,0.0235,0.0664,0.025,NA,"K08989",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09980",0.182,0,0.662,0.036,0.0823,0.0308,NA,"K09980",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09919",0.576,0,0.213,0.265,0.212,0.0878,NA,"K09919",0.860073387096774,1,FALSE,FALSE,FALSE,FALSE
"K01254",0.118,0,0.624,-0.204,0.415,0.0346,NA,"K01254",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03525",0.631,0,0.572,0.251,0.444,0.0398,NA,"K03525",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07257",0.0887,0,0.898,-0.00942,0.0737,0.00901,NA,"K07257",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00662",0.187,0,0.792,-0.0185,0.0698,0.0187,NA,"K00662",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03676",0.611,0,0.345,0.29,0.306,0.0666,NA,"K03676",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K02472",0.36,0,0.661,0.0205,0.0467,0.0309,NA,"K02472",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24336",0.0493,0,0.142,-0.115,0.0778,0.104,NA,"K24280,K24336",0.718175757575757,1,FALSE,FALSE,FALSE,FALSE
"K24282",0.0345,0,0.413,-0.0667,0.0813,0.0578,NA,"K24282",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K24284",0.0493,0,0.42,-0.0638,0.079,0.0569,NA,"K24284",0.998553765987684,1,FALSE,FALSE,FALSE,FALSE
"K24281",0.0394,0,0.41,-0.0669,0.0811,0.0581,NA,"K24281",0.995165229885058,1,FALSE,FALSE,FALSE,FALSE
"K24283",0.0443,0,0.147,-0.109,0.0752,0.102,NA,"K24283",0.722305201177625,1,FALSE,FALSE,FALSE,FALSE
