"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K02572",0.199,0,0.0173,111,46.2,0.168,NA,"K02572",0.592024539877301,1,FALSE,FALSE,FALSE,FALSE
"K02570",0.284,0,0.34,35.9,37.5,0.0677,NA,"K02569,K02570",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K02567",0.289,0,0.333,34.9,36,0.0686,NA,"K02567,K02568",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K03821",0.527,0,0.972,-1.76,49.9,0.0025,NA,"K03821",0.999589069241833,1,FALSE,FALSE,FALSE,FALSE
"K00626",0.796,0,0.431,-47.8,60.5,0.0559,NA,"K00626",0.963774597495528,1,FALSE,FALSE,FALSE,FALSE
"K00023",0.343,0,0.643,18.3,39.4,0.0329,NA,"K00023",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K09923",0.318,0,0.172,92.6,67.5,0.0968,NA,"K09923",0.893970893970894,1,FALSE,FALSE,FALSE,FALSE
"K07093",0.766,0,0.633,14.3,29.9,0.0339,NA,"K07093",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03281",0.507,0,0.774,10.5,36.6,0.0204,NA,"K03281",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K05916",0.821,0,0.861,6.94,39.7,0.0124,NA,"K05916",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12266",0.413,0,0.693,18.4,46.7,0.028,NA,"K12266",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K16137",0.751,0,0.793,-8.23,31.4,0.0186,NA,"K16137",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K23256",0.502,0,0.265,40.1,35.9,0.079,NA,"K23256",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K21606",0.0746,0,0.082,154,87.8,0.123,NA,"K21606",0.793621013133208,1,FALSE,FALSE,FALSE,FALSE
"K01183",0.234,0,0.135,65.4,43.6,0.106,NA,"K01183",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K21741",0.254,0,0.258,36,31.7,0.0802,NA,"K21741",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K08325",0.323,0,0.0536,109,56.1,0.136,NA,"K08325",0.739189189189189,1,FALSE,FALSE,FALSE,FALSE
"K03826",0.259,0,0.629,22.1,45.7,0.0343,NA,"K03826",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K07787",0.353,0,0.833,6.85,32.4,0.015,NA,"K07787",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07798",0.358,0,0.814,7.59,32.2,0.0167,NA,"K07798",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07796",0.224,0,0.422,-29.4,36.6,0.0569,NA,"K07796",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K12542",0.557,0,0.0933,-61.3,36.4,0.119,NA,"K12542",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K09758",0.104,0,0.596,-26.7,50.3,0.0376,NA,"K09758",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K13653",0.348,0,0.885,-5.43,37.5,0.0103,NA,"K13653",0.992836355495858,1,FALSE,FALSE,FALSE,FALSE
"K21430",0.816,0,0.791,12.9,48.6,0.0188,NA,"K21430",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01185",0.259,0,0.793,-7.02,26.7,0.0186,NA,"K01185",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K21029",0.473,0,0.856,-9.36,51.3,0.0129,NA,"K21029",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01011",0.91,0,0.652,-29,64.1,0.032,NA,"K01011",0.982815797407296,1,FALSE,FALSE,FALSE,FALSE
"K00616",0.975,0,0.788,30.7,114,0.0191,NA,"K00616",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03776",0.463,0,0.608,-24.1,46.8,0.0364,NA,"K03776",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K09607",0.199,0,0.22,42.6,34.6,0.0868,NA,"K09607",0.941226575809199,1,FALSE,FALSE,FALSE,FALSE
"K07679",0.328,0,0.551,27.5,46.1,0.0423,NA,"K07679",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K25285",0.308,0,0.543,27.5,45.2,0.0432,NA,"K25284,K25285",0.979474252790781,1,FALSE,FALSE,FALSE,FALSE
"K25283",0.403,0,0.529,-22.7,36.1,0.0446,NA,"K25283",0.976418570375829,1,FALSE,FALSE,FALSE,FALSE
"K25282",0.323,0,0.485,25.6,36.6,0.0495,NA,"K25282",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K07267",0.308,0,0.752,17.8,56.5,0.0224,NA,"K07267",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00878",0.328,0,0.383,-40.6,46.4,0.0619,NA,"K00878",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K03707",0.353,0,0.182,53.7,40.1,0.0946,NA,"K03707",0.918264379414732,1,FALSE,FALSE,FALSE,FALSE
"K15598",0.174,0,0.853,-10.2,55.2,0.0131,NA,"K15598",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K15599",0.169,0,0.266,-60.7,54.4,0.0789,NA,"K15599",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02050",0.851,0,0.734,-16.8,49.3,0.0241,NA,"K02050",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K15600",0.149,0,0.227,-75.5,62.3,0.0855,NA,"K15600",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K00941",0.667,0,0.28,56.9,52.4,0.0766,NA,"K00941",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K03298",0.284,0,0.908,-4.07,35.3,0.00818,NA,"K03298",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K03765",0.0547,0,0.837,12.3,59.3,0.0146,NA,"K03765",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01507",0.736,0,0.566,-31.5,54.7,0.0407,NA,"K01507",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00364",0.239,0,0.156,82.2,57.8,0.1,NA,"K00364",0.878378378378378,1,FALSE,FALSE,FALSE,FALSE
"K10680",0.826,0,0.52,18.6,28.9,0.0456,NA,"K10680",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K05782",0.701,0,0.5,22.7,33.6,0.0478,NA,"K05782",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K23779",0.602,0,0.0622,-55.5,29.6,0.132,NA,"K23779",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K05592",0.91,0,0.293,86.7,82.2,0.0745,NA,"K05592",0.952380952380952,1,FALSE,FALSE,FALSE,FALSE
"K01147",0.239,0,0.143,100,68.2,0.104,NA,"K01147",0.869047619047619,1,FALSE,FALSE,FALSE,FALSE
"K28224",0.512,0,0.417,-30.1,37,0.0575,NA,"K28224",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K01493",0.234,0,0.639,-23.8,50.6,0.0333,NA,"K01493",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03437",0.627,0,0.838,-10.6,51.7,0.0145,NA,"K03437",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K05524",0.652,0,0.845,-9.83,50.3,0.0139,NA,"K05524",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07137",0.428,0,0.497,-32.7,48.1,0.0481,NA,"K07137",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K04719",0.458,0,0.000863,-184,54.3,0.233,NA,"K04719",0.3075,1,FALSE,FALSE,FALSE,FALSE
"K06934",0.119,0,0.985,-0.742,38.2,0.00138,NA,"K06934",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K12541",0.547,0,0.0898,-62.5,36.7,0.12,NA,"K12541",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K03565",0.975,0,0.596,56.5,106,0.0376,NA,"K03565",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K08344",0.234,0,0.568,27.7,48.5,0.0405,NA,"K08344",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K06911",0.92,0,0.959,3.05,58.6,0.00369,NA,"K06911",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K00798",0.692,0,0.824,13.8,61.8,0.0158,NA,"K00798",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07226",0.448,0,0.0405,-81.7,39.6,0.145,NA,"K07226",0.710069444444444,1,FALSE,FALSE,FALSE,FALSE
"K07227",0.0846,0,0.658,43.2,97.6,0.0314,NA,"K07227",0.98326359832636,1,FALSE,FALSE,FALSE,FALSE
"K21936",0.0896,0,0.905,-7.44,61.9,0.00851,NA,"K21936",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K25132",0.507,0,0.852,5.27,28.3,0.0132,NA,"K25132",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K25133",0.567,0,0.644,-14,30.3,0.0328,NA,"K25133",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K02015",0.726,0,0.0357,-76.8,36.3,0.148,NA,"K02015",0.705533596837945,1,FALSE,FALSE,FALSE,FALSE
"K10834",0.488,0,0.931,-2.84,32.7,0.00615,NA,"K10834",0.993808710503843,1,FALSE,FALSE,FALSE,FALSE
"K01916",0.716,0,0.321,-48.5,48.7,0.0704,NA,"K01916",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07140",0.517,0,0.565,-29.2,50.6,0.0408,NA,"K07140",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K09781",0.682,0,0.33,-35.1,35.9,0.0691,NA,"K09781",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07256",0.134,0,0.0663,115,62.1,0.13,NA,"K07256",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K07255",0.129,0,0.257,78.7,69.2,0.0803,NA,"K07255",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K03852",0.184,0,0.0341,121,56.8,0.15,NA,"K03852",0.692307692307692,1,FALSE,FALSE,FALSE,FALSE
"K09882",0.219,0,0.39,52.6,61.1,0.0609,NA,"K09882",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K09883",0.219,0,0.39,52.6,61.1,0.0609,NA,"K09883",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00625",0.269,0,0.679,-20.7,50,0.0294,NA,"K00625",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00135",0.935,0,0.615,-24.3,48.2,0.0357,NA,"K00135",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01638",0.9,0,0.0762,111,62.1,0.125,NA,"K01638",0.772819472616633,1,FALSE,FALSE,FALSE,FALSE
"K01637",0.886,0,0.0176,136,56.6,0.167,NA,"K01637",0.592024539877301,1,FALSE,FALSE,FALSE,FALSE
"K01387",0.0995,0,0.253,82.6,72.1,0.081,NA,"K01387",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K00065",0.542,0,0.337,28.2,29.3,0.068,NA,"K00065",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K10110",0.149,0,0.0119,258,102,0.177,NA,"K10108,K10109,K10110",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K07114",0.627,0,0.121,77.3,49.6,0.11,NA,"K07114",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K01046",0.413,0,0.55,19,31.8,0.0424,NA,"K01046",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K06078",0.174,0,0.284,72.4,67.4,0.0759,NA,"K06078",0.949241924851681,1,FALSE,FALSE,FALSE,FALSE
"K19236",0.129,0,0.412,60.3,73.4,0.0582,NA,"K19236",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K08163",0.0945,0,0.522,44.3,69.2,0.0454,NA,"K08163",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K23775",0.871,0,0.946,-3.34,49,0.00483,NA,"K23775",0.995999157717414,1,FALSE,FALSE,FALSE,FALSE
"K04063",0.945,0,0.436,-66,84.5,0.0553,NA,"K04063",0.968458462905376,1,FALSE,FALSE,FALSE,FALSE
"K11203",0.0746,0,0.399,71.3,84.3,0.0599,NA,"K11203",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K02770",0.572,0,0.72,19.2,53.5,0.0255,NA,"K02770",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K10195",0.129,0,0.452,-38.1,50.5,0.0533,NA,"K10195",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K14054",0.0945,0,0.158,165,116,0.1,NA,"K14054",0.878754171301446,1,FALSE,FALSE,FALSE,FALSE
"K03297",0.637,0,0.29,-34.5,32.6,0.075,NA,"K03297",0.952068286277085,1,FALSE,FALSE,FALSE,FALSE
"K00121",0.677,0,0.2,92.3,71.8,0.0907,NA,"K00121",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K01070",0.682,0,0.331,85.3,87.6,0.0689,NA,"K01070",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00138",0.781,0,0.0623,62.9,33.6,0.132,NA,"K00138",0.746428571428572,1,FALSE,FALSE,FALSE,FALSE
"K21405",0.562,0,0.859,-7.22,40.7,0.0126,NA,"K21405",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07727",0.383,0,0.08,54.7,31.1,0.124,NA,"K07727",0.788954635108481,1,FALSE,FALSE,FALSE,FALSE
"K06950",0.522,0,0.277,-47.9,43.9,0.077,NA,"K06950",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K01246",0.861,0,0.101,-143,87,0.116,NA,"K01246",0.815831987075929,1,FALSE,FALSE,FALSE,FALSE
"K13481",0.537,0,0.533,-32.2,51.5,0.0442,NA,"K13481,K13482",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K07402",0.846,0,0.919,3.96,38.9,0.00722,NA,"K07402",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K01487",0.622,0,0.0533,-93.5,48.1,0.137,NA,"K01487",0.739189189189189,1,FALSE,FALSE,FALSE,FALSE
"K01607",0.831,0,0.959,2.02,39.1,0.00367,NA,"K01607",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K21745",0.174,0,0.906,5.28,44.6,0.00839,NA,"K21745",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K01483",0.403,0,0.107,-80.9,50,0.114,NA,"K01483",0.830745341614907,1,FALSE,FALSE,FALSE,FALSE
"K01477",0.259,0,0.172,-70.5,51.4,0.0967,NA,"K01477",0.893970893970894,1,FALSE,FALSE,FALSE,FALSE
"K16842",0.582,0,0.631,-20.8,43.1,0.0341,NA,"K16842",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K07127",0.766,0,0.759,12,39,0.0218,NA,"K07127",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18456",0.313,0,0.289,43.5,40.9,0.0751,NA,"K18456",0.949408672798949,1,FALSE,FALSE,FALSE,FALSE
"K12960",0.328,0,0.627,-27.1,55.8,0.0345,NA,"K12960",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K09017",0.607,0,0.639,-22.8,48.6,0.0333,NA,"K09017",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K11529",0.358,0,0.0115,103,40.4,0.178,NA,"K11529",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K00042",0.557,0,0.655,16.6,37.1,0.0317,NA,"K00042",0.982918789331735,1,FALSE,FALSE,FALSE,FALSE
"K01608",0.388,0,0.565,24.7,42.8,0.0408,NA,"K01608",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K15269",0.318,0,0.893,4.2,31.1,0.00956,NA,"K15269",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K07790",0.0945,0,0.479,-28.2,39.8,0.0502,NA,"K07790",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K02281",0.164,0,0.713,19.4,52.6,0.0261,NA,"K02281",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06975",0.741,0,0.0357,103,48.6,0.148,NA,"K06975",0.705533596837945,1,FALSE,FALSE,FALSE,FALSE
"K05350",0.174,0,0.876,-6.62,42.5,0.011,NA,"K05350",0.99005424954792,1,FALSE,FALSE,FALSE,FALSE
"K10241",0.109,0,0.936,5.08,63.2,0.0057,NA,"K10241",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
"K10240",0.109,0,0.936,5.08,63.2,0.0057,NA,"K10240",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
"K02027",0.786,0,0.54,22.5,36.6,0.0435,NA,"K02027",0.977198697068404,1,FALSE,FALSE,FALSE,FALSE
"K01322",0.398,0,0.226,54.3,44.7,0.0858,NA,"K01322",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K03303",0.527,0,0.751,-10.9,34.2,0.0225,NA,"K03303",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18930",0.264,0,0.23,49.5,41.1,0.0851,NA,"K18930",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K05825",0.697,0,0.421,32.1,39.8,0.0571,NA,"K05825",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K07146",0.93,0,0.165,110,78.9,0.0982,NA,"K07146",0.886143931256713,1,FALSE,FALSE,FALSE,FALSE
"K07783",0.179,0,0.864,13.8,80.5,0.0122,NA,"K07783",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07686",0.134,0,0.0974,166,99.6,0.117,NA,"K07686,K07784",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K09913",0.557,0,0.955,3.63,63.7,0.00403,NA,"K09913",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K13936",0.741,0,0.59,-25.3,46.9,0.0382,NA,"K13936",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K24180",0.507,0,0.883,-5.99,40.7,0.0104,NA,"K24180",0.992143658810326,1,FALSE,FALSE,FALSE,FALSE
"K01737",0.905,0,0.556,33.5,56.7,0.0418,NA,"K01737",0.980945659844743,1,FALSE,FALSE,FALSE,FALSE
"K07136",0.249,0,0.0213,121,52.1,0.162,NA,"K07136",0.608571428571429,1,FALSE,FALSE,FALSE,FALSE
"K13529",0.378,0,0.131,89.1,58.8,0.107,NA,"K13529",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K23773",0.517,0,0.423,-42.6,53,0.0569,NA,"K23773",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K02564",0.522,0,0.557,-22.4,38.2,0.0416,NA,"K02564",0.981390449438202,1,FALSE,FALSE,FALSE,FALSE
"K02562",0.154,0,0.413,81.2,98.9,0.0581,NA,"K02562",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00009",0.343,0,0.254,57.8,50.5,0.0809,NA,"K00009",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02800",0.353,0,0.312,51.9,51.3,0.0716,NA,"K02800",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K10679",0.229,0,0.377,-32.4,36.5,0.0627,NA,"K10679",0.960264900662252,1,FALSE,FALSE,FALSE,FALSE
"K12264",0.109,0,0.558,36.7,62.6,0.0416,NA,"K12264,K12265",0.981390449438202,1,FALSE,FALSE,FALSE,FALSE
"K07167",0.269,0,0.719,-20,55.7,0.0255,NA,"K07167",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01669",0.866,0,0.431,-32.3,40.9,0.0559,NA,"K01669",0.963774597495528,1,FALSE,FALSE,FALSE,FALSE
"K06954",0.517,0,0.199,-42.4,32.9,0.091,NA,"K06954,K09701",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K00574",0.771,0,0.642,28.2,60.6,0.033,NA,"K00574",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22745",0.0199,0,0.428,56.9,71.8,0.0562,NA,"K22745",0.963529941467807,1,FALSE,FALSE,FALSE,FALSE
"K01724",0.761,0,0.37,44.4,49.4,0.0636,NA,"K01724",0.955578512396694,1,FALSE,FALSE,FALSE,FALSE
"K00500",0.577,0,0.677,-20.4,48.9,0.0295,NA,"K00500",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01907",0.438,0,0.0108,-134,52.1,0.179,NA,"K01907",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K01800",0.562,0,0.243,71.1,60.7,0.0828,NA,"K01800",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K16171",0.333,0,0.644,23.9,51.6,0.0328,NA,"K16171",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00451",0.617,0,0.848,8.82,45.9,0.0136,NA,"K00451",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00457",0.657,0,0.513,32.7,50,0.0464,NA,"K00457",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K09935",0.0299,0,0.576,62.2,111,0.0397,NA,"K09935",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K06957",0.274,0,0.0699,172,94.5,0.128,NA,"K06957",0.751059322033898,1,FALSE,FALSE,FALSE,FALSE
"K09749",0.189,0,0.514,59.8,91.6,0.0463,NA,"K09749",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K10125",0.502,0,0.44,-45.7,59.2,0.0547,NA,"K10125",0.969590127809608,1,FALSE,FALSE,FALSE,FALSE
"K00275",0.841,0,0.995,0.305,50.2,0.000431,NA,"K00275",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K07506",0.577,0,0.451,27.6,36.5,0.0535,NA,"K07506",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K13821",0.811,0,0.661,-40.3,91.8,0.0311,NA,"K13821",0.983363042186572,1,FALSE,FALSE,FALSE,FALSE
"K00318",0.234,0,0.86,-11,62.3,0.0125,NA,"K00318",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11928",0.552,0,0.0957,-100,59.7,0.118,NA,"K11928",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K18954",0.502,0,0.309,33.6,32.9,0.0722,NA,"K18954",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K18893",0.532,0,0.0811,-115,65.5,0.123,NA,"K18893",0.793542074363992,1,FALSE,FALSE,FALSE,FALSE
"K23475",0.0249,0,0.956,4.36,78.2,0.00395,NA,"K23475",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K03760",0.552,0,0.448,-33.3,43.9,0.0538,NA,"K03760",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K06015",0.353,0,0.00206,92.1,29.5,0.216,NA,"K06015",0.369642857142857,1,FALSE,FALSE,FALSE,FALSE
"K15736",0.169,0,0.134,-53.1,35.3,0.106,NA,"K15736",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K05994",0.0945,0,0.492,-30.9,44.9,0.0487,NA,"K05994",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K07661",0.408,0,0.255,83.3,72.9,0.0807,NA,"K07661",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K01751",0.159,0,0.0684,-72,39.3,0.129,NA,"K01751",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K01799",0.214,0,0.234,38.2,32,0.0843,NA,"K01799",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K02167",0.527,0,0.141,-78,52.8,0.104,NA,"K02167",0.868226600985222,1,FALSE,FALSE,FALSE,FALSE
"K00130",0.677,0,0.339,-40.8,42.6,0.0677,NA,"K00130",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K00108",0.587,0,0.574,-23.4,41.5,0.0399,NA,"K00108",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K18555",0.109,0,0.327,98.6,100,0.0695,NA,"K18555",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K11104",0.0249,0,0.729,-23.8,68.7,0.0246,NA,"K11104",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03292",0.388,0,0.223,35,28.6,0.0864,NA,"K03292",0.942519019442096,1,FALSE,FALSE,FALSE,FALSE
"K07406",0.184,0,0.407,-45.2,54.4,0.0588,NA,"K07406",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K23237",0.0647,0,0.532,-31.1,49.7,0.0443,NA,"K23237",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K01451",0.363,0,0.0638,-70.3,37.7,0.131,NA,"K01451",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K08323",0.343,0,0.785,9.47,34.6,0.0194,NA,"K08323",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K01488",0.363,0,0.542,-44.2,72.3,0.0433,NA,"K01488",0.979046242774567,1,FALSE,FALSE,FALSE,FALSE
"K01812",0.373,0,0.469,25,34.5,0.0513,NA,"K01812",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K00040",0.229,0,0.985,0.695,36.8,0.00134,NA,"K00040",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K13637",0.0995,0,0.287,-63.1,59.1,0.0755,NA,"K13637",0.949241924851681,1,FALSE,FALSE,FALSE,FALSE
"K01686",0.393,0,0.917,3.8,36.5,0.00737,NA,"K01686",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K00986",0.522,0,0.476,12.3,17.2,0.0506,NA,"K00986",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K21966",0.169,0,0.384,-32.5,37.3,0.0617,NA,"K21966",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K07483",0.657,0,0.873,-3.35,20.8,0.0114,NA,"K07483",0.989347234814143,1,FALSE,FALSE,FALSE,FALSE
"K19092",0.348,0,0.755,7.68,24.6,0.0221,NA,"K19092",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07496",0.104,0,0.735,13.2,38.8,0.024,NA,"K07496",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K23122",0.0348,0,0.586,-31.8,58.3,0.0387,NA,"K23122",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K25562",0.0945,0,0.704,-26.9,70.6,0.027,NA,"K25562",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K23120",0.0299,0,0.333,-65.8,67.9,0.0686,NA,"K23120",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K02016",0.647,0,0.0648,-67.8,36.5,0.131,NA,"K02016",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K12068",0.0547,0,0.878,8.34,54.1,0.0109,NA,"K12068",0.990747009704356,1,FALSE,FALSE,FALSE,FALSE
"K12067",0.0597,0,0.82,12.1,53.2,0.0162,NA,"K12056,K12057,K12060,K12064,K12065,K12066,K12067,K12072",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12063",0.0896,0,0.989,0.709,49.7,0.00101,NA,"K12063",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K12061",0.0547,0,0.263,61,54.3,0.0794,NA,"K12061",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K12059",0.0348,0,0.186,96.1,72.5,0.0936,NA,"K12059",0.922473012757606,1,FALSE,FALSE,FALSE,FALSE
"K12058",0.0597,0,0.517,30.7,47.4,0.0459,NA,"K12058",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
